-1.783243566751480103e-01,1.196638464927673340e+00,-2.105594128370285034e-01,-4.826880097389221191e-01,1.037632942199707031e+00,-7.434916496276855469e-01,1.647696256637573242e+00,-5.807764530181884766e-01,-6.540278792381286621e-01,-8.559764027595520020e-01,-1.372024118900299072e-01,-4.229567945003509521e-01,1.738514751195907593e-01,1.705850481986999512e+00,-6.824500560760498047e-01,1.946198582649230957e+00
3.448366224765777588e-01,1.142118811607360840e+00,-7.021494209766387939e-02,-1.048068404197692871e+00,-4.898470640182495117e-01,2.060894012451171875e+00,-3.862985372543334961e-01,-6.493055820465087891e-01,-6.314613223075866699e-01,7.497652769088745117e-01,8.788995742797851562e-01,1.654556751251220703e+00,3.077193796634674072e-01,-1.397719740867614746e+00,4.921109676361083984e-01,-2.232027053833007812e-01
1.596637725830078125e+00,-5.644572377204895020e-01,8.586747646331787109e-01,9.938169717788696289e-01,1.283624172210693359e+00,-7.227209806442260742e-01,-4.182609319686889648e-01,6.800210475921630859e-02,-3.033581376075744629e-01,-2.873884737491607666e-01,-1.086136251688003540e-01,3.635461032390594482e-01,-5.319328904151916504e-01,-5.958554148674011230e-01,6.826290488243103027e-01,-4.243485033512115479e-01
1.402458548545837402e-01,1.232554793357849121e+00,3.440167754888534546e-02,-4.267963767051696777e-01,6.227623820304870605e-01,-2.856874763965606689e-01,1.787163138389587402e+00,-9.611204266548156738e-01,-7.515430450439453125e-01,-1.110474348068237305e+00,2.752394974231719971e-01,-6.460106372833251953e-01,2.594550848007202148e-01,1.874860644340515137e+00,-7.482061982154846191e-01,1.491166949272155762e+00
1.525026202201843262e+00,-5.630359649658203125e-01,1.384906768798828125e+00,9.670705199241638184e-01,1.066137790679931641e+00,-5.231344699859619141e-01,-5.136452317237854004e-01,1.234571859240531921e-01,-2.781924605369567871e-01,-3.682788014411926270e-01,-1.056130453944206238e-01,1.877854913473129272e-01,-5.409747362136840820e-01,-6.295624971389770508e-01,5.776486396789550781e-01,-3.884710073471069336e-01
-2.917447388172149658e-01,1.390038490295410156e+00,-2.700078487396240234e-01,-5.392236709594726562e-01,7.371546030044555664e-01,-5.301296114921569824e-01,1.855653762817382812e+00,-6.688027977943420410e-01,-6.753467321395874023e-01,-7.717342972755432129e-01,3.159750998020172119e-02,-4.706004858016967773e-01,3.014916479587554932e-01,1.576719641685485840e+00,-7.831983566284179688e-01,1.941338181495666504e+00
1.445179820060729980e+00,-6.128522157669067383e-01,1.156407475471496582e+00,1.064175486564636230e+00,1.065097212791442871e+00,-5.611909031867980957e-01,-5.575112700462341309e-01,2.983516752719879150e-01,-2.541150450706481934e-01,-2.346461266279220581e-01,-1.647539585828781128e-01,3.196986913681030273e-01,-5.652018189430236816e-01,-6.520350575447082520e-01,6.479966640472412109e-01,-4.982930421829223633e-01
1.421434760093688965e+00,-5.888836383819580078e-01,1.300441384315490723e+00,1.089881062507629395e+00,1.141325831413269043e+00,-4.698221981525421143e-01,-4.535535275936126709e-01,7.790434360504150391e-02,-2.207433283329010010e-01,-4.431105256080627441e-01,-1.080463901162147522e-01,1.865348070859909058e-01,-6.152094006538391113e-01,-4.827792048454284668e-01,5.885987877845764160e-01,-5.049119591712951660e-01
5.664197206497192383e-01,2.189552336931228638e-01,-2.169389836490154266e-02,-7.298303842544555664e-01,3.908396363258361816e-01,1.087612867355346680e+00,-7.568710446357727051e-01,1.129925727844238281e+00,-6.621167063713073730e-01,6.876199245452880859e-01,3.414429426193237305e-01,2.305170059204101562e+00,1.691079884767532349e-02,-9.536390304565429688e-01,-5.118645429611206055e-01,-5.278301239013671875e-01
1.444503784179687500e+00,-5.833956599235534668e-01,1.235125541687011719e+00,1.136755466461181641e+00,1.075302362442016602e+00,-6.787850856781005859e-01,-4.622887372970581055e-01,4.123771563172340393e-02,-1.468473523855209351e-01,-2.677227854728698730e-01,7.279785815626382828e-03,2.183752506971359253e-01,-5.746526718139648438e-01,-6.450505852699279785e-01,5.708410739898681641e-01,-4.759515821933746338e-01
